,sentence,unviolated_sentence,condition,interference,transition,violation,trigger_number,filler,quantity,tokens,token_scores,sentence_score
15222,The man that runs carefully though rather quickly lie.,The man that runs carefully though rather quickly lies.,control,absent,absent,yes,singular,no,,"['The', 'Ġman', 'Ġthat', 'Ġruns', 'Ġcarefully', 'Ġthough', 'Ġrather', 'Ġquickly', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286  -6.04503633  -5.99491118  -5.60884856 -12.431694  -6.97691347  -9.80924989  -6.18989561  -8.97496792  -3.71425629  -5.97428132],-6.045036325695958
4646,The man who laughs carefully yet rather quickly smokes.,The man who laughs carefully yet rather quickly smokes.,control,absent,absent,no,singular,no,,"['The', 'Ġman', 'Ġwho', 'Ġlaughs', 'Ġcarefully', 'Ġyet', 'Ġrather', 'Ġquickly', 'Ġsmokes', '.', '<|endoftext|>']",[ -3.27810286  -6.04503633  -1.12516783 -12.08325198 -11.64672847  -7.73682405  -8.53954316  -5.08922574  -9.96797942  -3.93002317  -5.12113951],-6.045036325695958
13670,The waiters who drive happily yet fairly quickly swims.,The waiters who drive happily yet fairly quickly swim.,control,absent,absent,yes,plural,no,,"['The', 'Ġwait', 'ers', 'Ġwho', 'Ġdrive', 'Ġhappily', 'Ġyet', 'Ġfairly', 'Ġquickly', 'Ġswim', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -3.44232939  -5.95164492 -11.2066498   -9.03805541  -7.69208525  -4.38648985 -12.74350739  -5.0969925   -5.95472719],-5.953186052433315
12345,The waiters who walk carefully yet pretty quickly lie.,The waiters who walk carefully yet pretty quickly lie.,control,absent,absent,no,plural,no,,"['The', 'Ġwait', 'ers', 'Ġwho', 'Ġwalk', 'Ġcarefully', 'Ġyet', 'Ġpretty', 'Ġquickly', 'Ġlie', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -3.44232939  -6.14786531 -10.95555879 -11.67382048 -10.05467989  -4.2116318   -9.88873291  -5.58162691  -5.70692445],-5.927394878391937
3846,The doctor that hates the careless young teacher lie.,The doctor that hates the careless young teacher lies.,full,constructive,rough,yes,singular,no,,"['The', 'Ġdoctor', 'Ġthat', 'Ġhates', 'Ġthe', 'Ġcareless', 'Ġyoung', 'Ġteacher', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286  -8.81159209  -4.92433167 -10.18505863  -2.58214568 -12.00559235  -5.60606384  -7.60256189  -8.32752231  -2.13684842  -4.95433808],-5.60606383945197
10765,The athlete who hates the proud funny woman prays.,The athlete who hates the proud funny woman prays.,full,constructive,smooth,no,singular,no,,"['The', 'Ġathlete', 'Ġwho', 'Ġhates', 'Ġthe', 'Ġproud', 'Ġfunny', 'Ġwoman', 'Ġpr', 'ays', '.', '<|endoftext|>']",[ -3.27810286 -10.80349728  -2.45462036  -9.60704038  -2.27154537 -11.95905305 -11.92088322  -5.83673097 -10.33622737  -5.17588041  -3.49246979  -4.11332706],-5.506305691759305
8775,The tailors who like the nice cool men swims.,The tailors who like the nice cool men swim.,full,constructive,rough,yes,plural,no,,"['The', 'Ġtail', 'ors', 'Ġwho', 'Ġlike', 'Ġthe', 'Ġnice', 'Ġcool', 'Ġmen', 'Ġswim', '.', '<|endoftext|>']",[ -3.27810286  -9.79314424  -3.94284825  -3.56847384  -7.0205002  -3.07264322  -7.85741424  -7.06748201  -8.01051333 -10.18889615  -4.600357    -4.63516237],-5.8278312853783625
13351,The painters that dislike the careless helpful tailors climb.,The painters that dislike the careless helpful tailors climb.,full,constructive,smooth,no,plural,no,,"['The', 'Ġpain', 'ters', 'Ġthat', 'Ġdislike', 'Ġthe', 'Ġcareless', 'Ġhelpful', 'Ġtail', 'ors', 'Ġclimb', '.', '<|endoftext|>']",[ -3.27810286  -9.73519131  -5.15680308  -4.5746765  -11.32012175  -2.05544282 -11.43926236 -13.81336974 -11.54998777  -2.20434572 -11.40484616  -5.54380033  -5.71311187],-5.713111865314356
1441,The woman that fears the baker the most cheat.,The woman that fears the baker the most cheats.,interpolation,constructive,absent,yes,singular,no,additive,"['The', 'Ġwoman', 'Ġthat', 'Ġfears', 'Ġthe', 'Ġbaker', 'Ġthe', 'Ġmost', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286  -7.53363034  -5.81019593 -10.1591644   -2.5355759 -12.48327637  -7.04592131  -0.21759035 -13.2494736   -1.60152437  -3.27369694  -3.97333523],-4.891765580691676
5317,The athlete that loves the vet the most lies.,The athlete that loves the vet the most lies.,interpolation,constructive,absent,no,singular,no,additive,"['The', 'Ġathlete', 'Ġthat', 'Ġloves', 'Ġthe', 'Ġvet', 'Ġthe', 'Ġmost', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286 -10.80349728  -5.27526857  -7.00167847  -2.51547245 -11.56149289  -6.75966642  -0.24932864  -9.52106473  -3.07905582  -4.74192809],-5.275268566234074
11489,The athletes who love the judges the least sings.,The athletes who love the judges the least sing.,interpolation,constructive,absent,yes,plural,no,subtractive,"['The', 'Ġathletes', 'Ġwho', 'Ġlove', 'Ġthe', 'Ġjudges', 'Ġthe', 'Ġleast', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286 -11.20796205  -2.33226012  -6.47958373  -2.17103196  -9.80207825  -7.0923462   -3.72080232 -11.86965945  -2.6895904  -4.38394169],-4.3839416869067405
1278,The waiters that love the chefs the least pray.,The waiters that love the chefs the least pray.,interpolation,constructive,absent,no,plural,no,subtractive,"['The', 'Ġwait', 'ers', 'Ġthat', 'Ġlove', 'Ġthe', 'Ġchefs', 'Ġthe', 'Ġleast', 'Ġpray', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -5.91592407  -5.62279513  -2.93669128  -9.10818483  -6.37738802  -4.94637301 -12.40293117  -3.57817839  -4.53332514],-5.28458406969504
15297,The teacher who dislikes the helpful charming builders cheat.,The teacher who dislikes the helpful charming builders cheats.,full,destructive,smooth,yes,singular,no,,"['The', 'Ġteacher', 'Ġwho', 'Ġdisl', 'ikes', 'Ġthe', 'Ġhelpful', 'Ġcharming', 'Ġbuilders', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286  -9.48058325  -1.81243135 -11.02211758  -1.082283  -2.31591794 -12.30929567 -13.49704739 -12.57774353 -11.76029972  -1.05213168  -3.45358276  -4.20684815],-4.206848153089986
1762,The tailor that loves the clever clumsy bakers cheats.,The tailor that loves the clever clumsy bakers cheats.,full,destructive,rough,no,singular,no,,"['The', 'Ġtailor', 'Ġthat', 'Ġloves', 'Ġthe', 'Ġclever', 'Ġclumsy', 'Ġb', 'akers', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286 -13.01496887  -5.22639466  -6.43296813  -2.8451462  -9.33581547 -13.82622533  -6.41154478  -5.015419   -10.90302278  -2.15082552  -2.80194852  -4.33644867],-5.226394663167156
9422,The bakers that love the careless clever chef prays.,The bakers that love the careless clever chef pray.,full,destructive,smooth,yes,plural,no,,"['The', 'Ġb', 'akers', 'Ġthat', 'Ġlove', 'Ġthe', 'Ġcareless', 'Ġclever', 'Ġchef', 'Ġpray', '.', '<|endoftext|>']",[ -3.27810286  -8.80350498  -5.10472106  -5.85475162  -4.52823637  -2.91888428 -13.19432829 -10.91717529  -7.41368865 -12.12892918  -4.24430848  -5.0280228 ],-5.479736338520782
12113,The lawyers who avoid the kind gentle judge lie.,The lawyers who avoid the kind gentle judge lie.,full,destructive,rough,no,plural,no,,"['The', 'Ġlawyers', 'Ġwho', 'Ġavoid', 'Ġthe', 'Ġkind', 'Ġgentle', 'Ġjudge', 'Ġlie', '.', '<|endoftext|>']",[ -3.27810286  -9.97121433  -2.50643916 -11.98409271  -2.86141203  -5.5848923  -16.75505065  -8.1730576  -11.85512543  -2.98794558  -4.55596156],-5.584892297300756
9160,The lawyer that likes the farmers the most swim.,The lawyer that likes the farmers the most swims.,interpolation,destructive,absent,yes,singular,no,additive,"['The', 'Ġlawyer', 'Ġthat', 'Ġlikes', 'Ġthe', 'Ġfarmers', 'Ġthe', 'Ġmost', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286  -9.2220383   -5.51857758  -9.61730191  -3.51623152 -11.92324067  -6.00764462  -0.56222528 -14.47146607  -0.35102841  -4.24775694  -4.81293488],-5.165756230813182
13197,The chef who dislikes the authors the least cheats.,The chef who dislikes the authors the least cheats.,interpolation,destructive,absent,no,singular,no,subtractive,"['The', 'Ġchef', 'Ġwho', 'Ġdisl', 'ikes', 'Ġthe', 'Ġauthors', 'Ġthe', 'Ġleast', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286 -10.45799256  -2.57066345 -10.50901796  -0.35646058  -2.23580167 -11.41117862  -7.23759463  -4.04235078 -12.04982757  -3.96377945  -3.12360384  -4.08882136],-4.042350778678654
2029,The doctors that like the chef the most cooks.,The doctors that like the chef the most cook.,interpolation,destructive,absent,yes,plural,no,additive,"['The', 'Ġdoctors', 'Ġthat', 'Ġlike', 'Ġthe', 'Ġchef', 'Ġthe', 'Ġmost', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286 -10.14598852  -4.54911803  -8.8799057   -3.29131704 -10.47322846  -6.31846619  -0.49008945 -10.43503573  -3.68098454  -4.86535644],-4.865356438642899
4506,The actors that hate the painter the most cook.,The actors that hate the painter the most cook.,interpolation,destructive,absent,no,plural,no,additive,"['The', 'Ġactors', 'Ġthat', 'Ġhate', 'Ġthe', 'Ġpainter', 'Ġthe', 'Ġmost', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286 -10.5499344   -4.97319032  -9.49848933  -2.45187379 -12.5899658   -6.752449    -0.44979093 -12.54530332  -4.04048925  -4.58792114],-4.973190323423151
9057,The plumber who talks happily yet rather quickly swim.,The plumber who talks happily yet rather quickly swims.,control,absent,absent,yes,singular,no,,"['The', 'Ġpl', 'umber', 'Ġwho', 'Ġtalks', 'Ġhappily', 'Ġyet', 'Ġrather', 'Ġquickly', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -2.66838078  -2.93478392  -9.47392274 -10.37229161  -8.58753966  -7.34730533  -5.99160763 -12.87011718  -0.02754593  -5.57594299  -5.91168211],-5.991607630843174
1637,The plumber that rides happily although pretty quickly swims.,The plumber that rides happily although pretty quickly swims.,control,absent,absent,no,singular,no,,"['The', 'Ġpl', 'umber', 'Ġthat', 'Ġrides', 'Ġhappily', 'Ġalthough', 'Ġpretty', 'Ġquickly', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -2.66838078  -5.75836945  -8.62984468 -10.13957977 -11.7506561   -8.42058562  -5.30587769 -10.96476742  -0.02026746  -3.20561983  -5.01486968],-5.758369449832792
473,The chefs who run carefully albeit rather quickly cooks.,The chefs who run carefully albeit rather quickly cook.,control,absent,absent,yes,plural,no,,"['The', 'Ġchefs', 'Ġwho', 'Ġrun', 'Ġcarefully', 'Ġalbeit', 'Ġrather', 'Ġquickly', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286 -12.02133941  -2.61444095  -5.05804442 -10.91237636 -14.45461269  -6.92704014  -7.37830353  -6.00267793  -5.4157639  -5.73099522],-6.002677930289011
9023,The waiters that walk carefully although rather quickly cheat.,The waiters that walk carefully although rather quickly cheat.,control,absent,absent,no,plural,no,,"['The', 'Ġwait', 'ers', 'Ġthat', 'Ġwalk', 'Ġcarefully', 'Ġalthough', 'Ġrather', 'Ġquickly', 'Ġcheat', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -5.91592407  -5.815979 -11.11610412 -13.16995237  -8.73424528  -5.46855164 -12.61773681  -2.56826025  -5.1998825 ],-5.865951530904932
2612,The waiter who hates the cool clumsy man swim.,The waiter who hates the cool clumsy man swims.,full,constructive,rough,yes,singular,no,,"['The', 'Ġwaiter', 'Ġwho', 'Ġhates', 'Ġthe', 'Ġcool', 'Ġclumsy', 'Ġman', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286 -11.63503266  -2.79667666 -10.2538605   -2.48131561  -8.50947571 -15.55754857  -4.20491025 -11.56593319  -2.46929933  -5.84611516  -5.0286865 ],-5.437400832769482
886,The man who avoids the clumsy helpful chef sings.,The man who avoids the clumsy helpful chef sings.,full,constructive,smooth,no,singular,no,,"['The', 'Ġman', 'Ġwho', 'Ġavoids', 'Ġthe', 'Ġclumsy', 'Ġhelpful', 'Ġchef', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286  -6.04503633  -1.12516783 -12.15317534  -2.48709869 -11.52424624 -13.93986508 -11.10379789 -10.67797852  -4.45909119  -4.84012599],-6.045036325695958
8208,The bakers that love the lovely helpful women cooks.,The bakers that love the lovely helpful women cook.,full,constructive,rough,yes,plural,no,,"['The', 'Ġb', 'akers', 'Ġthat', 'Ġlove', 'Ġthe', 'Ġlovely', 'Ġhelpful', 'Ġwomen', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286  -8.80350498  -5.10472106  -5.85475162  -4.52823637  -2.91888428  -8.00115967 -13.33738706  -5.45212556  -8.58268739  -5.18067934  -4.2062912 ],-5.316402447767002
11414,The actors who fear the nice proud men cook.,The actors who fear the nice proud men cook.,full,constructive,smooth,no,plural,no,,"['The', 'Ġactors', 'Ġwho', 'Ġfear', 'Ġthe', 'Ġnice', 'Ġproud', 'Ġmen', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286 -10.5499344   -2.47959131  -9.79104613  -1.88388057 -12.59604646 -14.58477017  -3.56540678 -13.42745974  -4.32537843  -4.22335053],-4.325378427649071
1203,The baker who dislikes the judge the least cook.,The baker who dislikes the judge the least cooks.,interpolation,constructive,absent,yes,singular,no,subtractive,"['The', 'Ġbaker', 'Ġwho', 'Ġdisl', 'ikes', 'Ġthe', 'Ġjudge', 'Ġthe', 'Ġleast', 'Ġcooks', '.', '<|endoftext|>']",[ -3.27810286 -12.60720063  -2.6211243  -11.03918455  -0.47403721  -2.0175629   -9.12327573  -7.48670195  -3.46228028 -10.99337001  -3.02882382  -4.26764681],-3.8649635446904
11304,The waiter who avoids the judge the least cooks.,The waiter who avoids the judge the least cooks.,interpolation,constructive,absent,no,singular,no,subtractive,"['The', 'Ġwaiter', 'Ġwho', 'Ġavoids', 'Ġthe', 'Ġjudge', 'Ġthe', 'Ġleast', 'Ġcooks', '.', '<|endoftext|>']",[ -3.27810286 -11.63503266  -2.79667666 -12.01058196  -2.35558321  -8.83601378  -7.16091921  -3.78570555 -10.09936524  -3.15971371  -4.85525512],-4.855255122287098
3269,The doctors that like the bakers the least prays.,The doctors that like the bakers the least pray.,interpolation,constructive,absent,yes,plural,no,subtractive,"['The', 'Ġdoctors', 'Ġthat', 'Ġlike', 'Ġthe', 'Ġb', 'akers', 'Ġthe', 'Ġleast', 'Ġpray', '.', '<|endoftext|>']",[ -3.27810286 -10.14598852  -4.54911803  -8.8799057   -3.29131704  -8.26121518  -6.17013553  -5.91955571  -4.07605747 -11.19245145  -2.41364292  -5.0046158 ],-5.462085754891518
13829,The judges that avoid the tailors the most swim.,The judges that avoid the tailors the most swim.,interpolation,constructive,absent,no,plural,no,additive,"['The', 'Ġjudges', 'Ġthat', 'Ġavoid', 'Ġthe', 'Ġtail', 'ors', 'Ġthe', 'Ġmost', 'Ġswim', '.', '<|endoftext|>']",[ -3.27810286 -10.01571657  -5.19640345 -11.15890503  -2.29102323 -10.59605409  -3.56663131  -5.410965    -3.80677035 -13.63803865  -4.98595049  -4.80998991],-5.091176968728012
12710,The chef that dislikes the proud clumsy tailors sing.,The chef that dislikes the proud clumsy tailors sings.,full,destructive,smooth,yes,singular,no,,"['The', 'Ġchef', 'Ġthat', 'Ġdisl', 'ikes', 'Ġthe', 'Ġproud', 'Ġclumsy', 'Ġtail', 'ors', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286 -10.45799256  -5.7722702  -11.15476989  -0.29718017  -2.23040768 -12.19473269 -14.15782924  -7.92557523  -5.05725857  -9.82440183  -4.01080322  -4.80723572],-5.772270200387336
36,The vet that likes the proud helpful painters cheats.,The vet that likes the proud helpful painters cheats.,full,destructive,rough,no,singular,no,,"['The', 'Ġvet', 'Ġthat', 'Ġlikes', 'Ġthe', 'Ġproud', 'Ġhelpful', 'Ġpain', 'ters', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286 -11.7524796   -5.29479222  -9.17179873  -3.47862243 -12.69415284 -15.62712091 -10.34156795  -2.47649768 -10.853302  -1.53955457  -2.75794221  -4.14902495],-5.2947922205957445
3072,The women who fear the lazy clumsy plumber sings.,The women who fear the lazy clumsy plumber sing.,full,destructive,smooth,yes,plural,no,,"['The', 'Ġwomen', 'Ġwho', 'Ġfear', 'Ġthe', 'Ġlazy', 'Ġclumsy', 'Ġpl', 'umber', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286  -8.20533749  -2.94232176  -7.46543124  -2.3386383 -14.73352049 -12.69444278  -8.0858002   -0.93226623 -11.34548185  -3.84803008  -4.46734622],-5.966388728267237
4623,The lawyers that fear the funny kind athlete pray.,The lawyers that fear the funny kind athlete pray.,full,destructive,rough,no,plural,no,,"['The', 'Ġlawyers', 'Ġthat', 'Ġfear', 'Ġthe', 'Ġfunny', 'Ġkind', 'Ġathlete', 'Ġpray', '.', '<|endoftext|>']",[ -3.27810286  -9.97121433  -5.12889095 -10.56697847  -1.8375168 -12.58555606  -5.27828984 -17.44594957 -11.48352047  -5.01464082  -4.10237885],-5.27828984144915
10866,The farmer who fears the doctors the least swim.,The farmer who fears the doctors the least swims.,interpolation,destructive,absent,yes,singular,no,subtractive,"['The', 'Ġfarmer', 'Ġwho', 'Ġfears', 'Ġthe', 'Ġdoctors', 'Ġthe', 'Ġleast', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286 -10.3002396   -1.79431913  -9.08536527  -2.16989901 -11.44639586  -7.85549167  -6.20939635 -15.77783207  -2.07819372  -4.8057098   -4.93463898],-5.572017665772452
5934,The teacher who likes the bakers the most sings.,The teacher who likes the bakers the most sings.,interpolation,destructive,absent,no,singular,no,additive,"['The', 'Ġteacher', 'Ġwho', 'Ġlikes', 'Ġthe', 'Ġb', 'akers', 'Ġthe', 'Ġmost', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286  -9.48058325  -1.81243135 -10.43827817  -3.78032301  -8.20889283  -5.21418006  -6.29731749  -0.53799435 -11.49687955  -3.49961855  -4.58561709],-4.899898574283917
480,The pilots that hate the waiter the most cooks.,The pilots that hate the waiter the most cook.,interpolation,destructive,absent,yes,plural,no,additive,"['The', 'Ġpilots', 'Ġthat', 'Ġhate', 'Ġthe', 'Ġwaiter', 'Ġthe', 'Ġmost', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286 -10.99062347  -4.90210725  -9.89453887  -2.16307072 -13.07586665  -6.61332703  -0.22081756 -11.26760866  -3.78101343  -4.61925507],-4.90210724675782
13334,The vets that like the farmer the most smoke.,The vets that like the farmer the most smoke.,interpolation,destructive,absent,no,plural,no,additive,"['The', 'Ġvets', 'Ġthat', 'Ġlike', 'Ġthe', 'Ġfarmer', 'Ġthe', 'Ġmost', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286 -13.41484068  -5.00306704  -7.74838255  -3.13965609 -10.8069916   -5.89556883  -0.87881467 -11.91476439  -2.36431882  -5.03834536],-5.038345356132968
2049,The builder that drives happily though rather quickly cheat.,The builder that drives happily though rather quickly cheats.,control,absent,absent,yes,singular,no,,"['The', 'Ġbuilder', 'Ġthat', 'Ġdrives', 'Ġhappily', 'Ġthough', 'Ġrather', 'Ġquickly', 'Ġche', 'ats', '.', '<|endoftext|>']",[ -3.27810286 -10.87275695  -5.33145138  -7.68250277 -14.77112582  -5.74234771  -9.78171538  -6.0207825   -9.94364928  -1.05664823  -2.86466983  -5.38548282],-5.881565105382057
3997,The lawyer that runs carefully yet fairly quickly swims.,The lawyer that runs carefully yet fairly quickly swims.,control,absent,absent,no,singular,no,,"['The', 'Ġlawyer', 'Ġthat', 'Ġruns', 'Ġcarefully', 'Ġyet', 'Ġfairly', 'Ġquickly', 'Ġswim', 's', '.', '<|endoftext|>']",[ -3.27810286  -9.2220383   -5.51857758  -6.52439882 -12.33602141  -9.15691379  -5.85510252  -5.68938444 -12.95683292  -0.02398683  -5.08415989  -6.0560989 ],-5.9556007087900005
13761,The waiters that run carefully though pretty quickly cooks.,The waiters that run carefully though pretty quickly cook.,control,absent,absent,yes,plural,no,,"['The', 'Ġwait', 'ers', 'Ġthat', 'Ġrun', 'Ġcarefully', 'Ġthough', 'Ġpretty', 'Ġquickly', 'Ġcook', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -5.91592407  -4.61720273 -11.55332185  -7.95291144 -10.38083649  -6.01622771  -9.4217758  -4.35467528  -6.14875792],-6.082492811693969
4057,The waiters that walk happily albeit pretty quickly pray.,The waiters that walk happily albeit pretty quickly pray.,control,absent,absent,no,plural,no,,"['The', 'Ġwait', 'ers', 'Ġthat', 'Ġwalk', 'Ġhappily', 'Ġalbeit', 'Ġpretty', 'Ġquickly', 'Ġpray', '.', '<|endoftext|>']",[ -3.27810286  -9.34761807  -4.41248704  -5.91592407  -5.815979 -11.85654451 -12.77581793  -9.0058365   -4.35581969 -12.42802433  -3.76544946  -4.84417727],-5.865951530904932
6976,The judge that love the baker sings.,The judge that loves the baker sings.,filler,-,absent,yes,singular,number,,"['The', 'Ġjudge', 'Ġthat', 'Ġloves', 'Ġthe', 'Ġbaker', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286  -8.19361879  -4.97791288 -10.43999482  -2.49568177 -11.09989931 -11.32454683  -2.991806    -4.16030883],-4.977912883093938
1455,The men who likes the teachers sing.,The men who like the teachers sing.,filler,-,absent,yes,plural,number,,"['The', 'Ġmen', 'Ġwho', 'Ġlike', 'Ġthe', 'Ġteachers', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286  -7.7463913   -3.20630642  -8.01718139  -3.61334225 -11.59968571 -10.10542301  -3.06402586  -5.41407778],-5.414077776166788
2530,The builder who hates the lawyer smokes.,The builder who hates the lawyer smokes.,filler,-,absent,no,singular,number,,"['The', 'Ġbuilder', 'Ġwho', 'Ġhates', 'Ġthe', 'Ġlawyer', 'Ġsmokes', '.', '<|endoftext|>']",[ -3.27810286 -10.87275695  -3.27718352 -10.56571958  -2.16136932 -10.97126003 -13.58981325  -3.87599178  -4.74713898],-4.747138982652199
5611,The lawyers who fear the tailors cheat.,The lawyers who fear the tailors cheat.,filler,-,absent,no,plural,number,,"['The', 'Ġlawyers', 'Ġwho', 'Ġfear', 'Ġthe', 'Ġtail', 'ors', 'Ġcheat', '.', '<|endoftext|>']",[ -3.27810286  -9.97121433  -2.50643916 -10.25037386  -1.8148117 -10.64205931  -3.40559766  -9.91539766  -6.01315305  -4.33830258],-5.175727812729468
2779,The builder whom avoids the man climbs.,The builder whom the man avoids climbs.,filler,-,absent,yes,singular,pos,,"['The', 'Ġbuilder', 'Ġwhom', 'Ġthe', 'Ġman', 'Ġavoids', 'Ġclimbs', '.', '<|endoftext|>']",[ -3.27810286 -10.87275695  -8.73366546  -2.52102659  -4.94123837 -10.89632414 -12.04035946  -5.92643739  -5.38719944],-5.9264373863557145
2142,The judges whom love the chefs smoke.,The judges whom the chefs love smoke.,filler,-,absent,yes,plural,pos,,"['The', 'Ġjudges', 'Ġwhom', 'Ġthe', 'Ġchefs', 'Ġlove', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286 -10.01571657  -9.04555512  -1.76608281 -11.20806121  -5.99895477 -14.22991178  -2.79758451  -4.98674778],-5.9989547734269655
9723,The baker whom the judge avoids cooks.,The baker whom the judge avoids cooks.,filler,-,absent,no,singular,pos,,"['The', 'Ġbaker', 'Ġwhom', 'Ġthe', 'Ġjudge', 'Ġavoids', 'Ġcooks', '.', '<|endoftext|>']",[ -3.27810286 -12.60720063  -8.39407347  -2.51515963  -4.3634338 -13.45874022 -11.6622467   -5.0678711   -5.40356441],-5.403564413817626
5181,The lawyers whom the plumbers like cheat.,The lawyers whom the plumbers like cheat.,filler,-,absent,no,plural,pos,,"['The', 'Ġlawyers', 'Ġwhom', 'Ġthe', 'Ġpl', 'umbers', 'Ġlike', 'Ġcheat', '.', '<|endoftext|>']",[ -3.27810286  -9.97121433  -9.07331087  -2.26261901 -10.38169859  -2.29634091  -7.04146574 -14.61969756  -4.33885195  -4.83082583],-5.936145781135781
13776,The man who like the vet lies.,The man who likes the vet lies.,filler,-,absent,yes,singular,number,,"['The', 'Ġman', 'Ġwho', 'Ġlikes', 'Ġthe', 'Ġvet', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286  -6.04503633  -1.12516783  -9.46307375  -4.31200032 -12.88186643  -9.33348086  -2.20175171  -4.98051449],-4.980514491492733
11603,The plumbers who avoids the farmers climb.,The plumbers who avoid the farmers climb.,filler,-,absent,yes,plural,number,,"['The', 'Ġpl', 'umbers', 'Ġwho', 'Ġavoid', 'Ġthe', 'Ġfarmers', 'Ġclimb', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -3.9273529   -3.07785795  -9.57657624  -1.90554809 -10.22218325 -12.23902893  -5.90743255  -5.46054845],-5.68399049989556
13028,The woman who loves the author sings.,The woman who loves the author sings.,filler,-,absent,no,singular,number,,"['The', 'Ġwoman', 'Ġwho', 'Ġloves', 'Ġthe', 'Ġauthor', 'Ġsings', '.', '<|endoftext|>']",[ -3.27810286  -7.53363034  -1.33246611  -8.8251648   -3.23390579  -8.73500065 -10.94178776  -4.20900725  -4.8313828 ],-4.831382795064801
5291,The teachers that fear the women smoke.,The teachers that fear the women smoke.,filler,-,absent,no,plural,number,,"['The', 'Ġteachers', 'Ġthat', 'Ġfear', 'Ġthe', 'Ġwomen', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286 -10.52736661  -5.47636409  -8.74665073  -1.97752377  -9.15542602 -14.01097106  -4.05030059  -4.90734864],-5.476364086505117
8047,The athlete whom fears the judge cooks.,The athlete whom the judge fears cooks.,filler,-,absent,yes,singular,pos,,"['The', 'Ġathlete', 'Ġwhom', 'Ġthe', 'Ġjudge', 'Ġfears', 'Ġcooks', '.', '<|endoftext|>']",[ -3.27810286 -10.80349728  -8.09944149  -2.3109283   -5.32124323 -10.1783905  -14.83676911  -5.4396668   -4.3752213 ],-5.439666795992045
10138,The plumbers whom hate the tailors smoke.,The plumbers whom the tailors hate smoke.,filler,-,absent,yes,plural,pos,,"['The', 'Ġpl', 'umbers', 'Ġwhom', 'Ġthe', 'Ġtail', 'ors', 'Ġhate', 'Ġsmoke', '.', '<|endoftext|>']",[ -3.27810286  -9.89060214  -3.9273529   -9.97735598  -2.25090024 -10.9670639   -0.41734314  -7.39831538 -13.13414763  -2.67153173  -5.16719816],-5.16719816492142
11259,The painter whom the man dislikes lies.,The painter whom the man dislikes lies.,filler,-,absent,no,singular,pos,,"['The', 'Ġpainter', 'Ġwhom', 'Ġthe', 'Ġman', 'Ġdisl', 'ikes', 'Ġlies', '.', '<|endoftext|>']",[ -3.27810286 -11.47234344  -7.81425478  -2.73284916  -5.49083705 -10.20903775  -0.01649474  -9.51657107  -6.25138856  -5.71246337],-5.981925964079146
3577,The bakers whom the painters like sing.,The bakers whom the painters like sing.,filler,-,absent,no,plural,pos,,"['The', 'Ġb', 'akers', 'Ġwhom', 'Ġthe', 'Ġpain', 'ters', 'Ġlike', 'Ġsing', '.', '<|endoftext|>']",[ -3.27810286  -8.80350498  -5.10472106 -10.59999848  -2.42570491  -9.99923709  -2.17285918  -4.99102784 -12.30095675  -4.34137727  -4.87146757],-4.991027839450431
